Signal,data/sht38917.sht_18,data/sht38917.sht_19,data/sht38917.sht_20,data/sht38917.sht_26
data/sht38917.sht_18,1.0,-0.3550143119407813,0.5563814330091188,-0.47697447025123096
data/sht38917.sht_19,-0.3550143119407813,1.0,-0.748945148287741,0.3327300653586231
data/sht38917.sht_20,0.5563814330091188,-0.748945148287741,1.0,0.07856220173163966
data/sht38917.sht_26,-0.47697447025123096,0.3327300653586231,0.07856220173163966,1.0
